month;year;long;Lat;depth;dFe
1;2001;-45.3;30;1;0.7
1;2001;-45.3;30;41;0.59
1;2001;-45.3;30;63;0.4
1;2001;-45.3;30;77;0.38
1;2001;-45.3;30;165;0.42
1;2001;-45.3;30;250;0.43
1;2001;-45.3;30;450;0.42
1;2001;-45.3;30;850;0.570000000000001
1;2001;-45.3;30;950;0.59
1;2001;-45.3;30;1050;0.53
1;2001;-45.3;10.2;1;0.560000000000001
1;2001;-45.3;10.2;30;0.7
1;2001;-45;10.2;130;1.12
1;2001;-45;10.2;165;1.01
1;2001;-45;10.2;200;1.23
1;2001;-45;10.2;250;1.09
1;2001;-45;10.2;375;1.23
1;2001;-45;10.2;525;1.11
1;2001;-45;10.2;725;1.06
1;2001;-45;10.2;850;1.16
1;2001;-45;10.2;1050;1.01
1;2001;-45;10.2;1250;0.98
1;2001;-45;10.2;1500;0.77
1;2001;-45;10.2;1750;0.7
1;2001;-45;10.2;3400;0.86
1;2001;-45;10.2;4200;0.63
7;2001;-45;30;1;0.53
7;2001;-45;30;2;0.51
7;2001;-45;30;2;0.53
7;2001;-45;30;4;0.560000000000001
7;2001;-45;30;6;0.580000000000001
7;2001;-45;30;8;0.49
7;2001;-45;30;8;0.46
7;2001;-45;30;11;0.46
7;2001;-45;30;14;0.48
7;2001;-45;30;17;0.51
7;2001;-45;30;19;0.47
7;2001;-45;30;30;0.43
7;2001;-45;30;39;0.43
7;2001;-45;30;79;0.37
7;2001;-45;30;79;0.38
7;2001;-45;30;197;0.45
7;2001;-45;30;197;0.43
7;2001;-45;30;1;0.62
7;2001;-45.5;10.1;2;0.73
7;2001;-45.5;10.1;5;0.61
7;2001;-45.5;10.1;7;0.570000000000001
7;2001;-45.5;10.1;10;0.5
7;2001;-45.5;10.1;13;0.47
7;2001;-45.5;10.1;16;0.53
7;2001;-45.5;10.1;19;0.64
7;2001;-45.5;10.1;22;0.580000000000001
7;2001;-45.5;10.1;25;0.550000000000001
7;2001;-45.5;10.1;28;0.570000000000001
7;2001;-45.5;10.1;49;0.41
7;2001;-45.5;10.1;79;0.38
7;2001;-45.5;10.1;148;0.59
7;2001;-45.5;10.1;198;0.78
3;2002;-37;-24.5;1;0.37
3;2002;-37;-24.5;18;0.4
3;2002;-37;-24.5;69;0.25
3;2002;-37;-24.5;113;0.3
3;2002;-37;-24.5;394;0.27
3;2002;-37;-24.5;544;0.290000000000001
3;2002;-37;-24.5;709;0.38
3;2002;-37;-24.5;841;0.4
3;2002;-37;-24.5;985;0.4
3;2002;-37;-24.5;1181;0.39
3;2002;-37;-24.5;1366;0.47
3;2002;-37;-24.5;1649;0.44
3;2002;-37;-24.5;1787;0.47
3;2002;-37;-24.5;1920;0.47
3;2002;-37;-24.5;2198;0.48
3;2002;-37;-24.5;2494;0.51
3;2002;-37;-24.5;2676;0.52
3;2002;-37;-24.5;3051;0.5
3;2002;-37;-24.5;3308;0.51
3;2002;-37;-24.5;3556;0.42
3;2002;-37;-24.5;3806;0.44
3;2002;-37;-24.5;3905;0.44
3;2002;-37;-24.5;4029;0.42
3;2001;-45.3;30;1;0.48
3;2001;-45;26.2;1;0.49
3;2001;-45;24;1;0.75
3;2001;-45;23;1;0.82
3;2001;-45;21.7;1;0.92
3;2001;-45;20.5;1;0.86
3;2001;-45;18.4;1;0.71
3;2001;-45;18;1;0.65
3;2001;-45;15.8;1;0.67
3;2001;-45;12.3;1;0.32
3;2001;-45;11.6;1;0.45
3;2001;-45;10.6;1;0.39
3;2001;-23.6;29.2;1;0.41
3;2001;-28;29.3;1;0.44
3;2001;-31.9;29.6;1;0.39
3;2001;-35.9;29.7;1;0.62
3;2001;-39.4;29.8;1;0.51
3;2001;-45;30;1;0.43
3;2002;-56.4;11.4;1;0.570000000000001
3;2002;-54.5;10.5;1;0.73
3;2002;-49.5;7;1;0.51
3;2002;-48.4;6.2;1;0.550000000000001
3;2002;-45.6;4.3;1;0.52
3;2002;-44.5;3.3;1;0.64
3;2002;-43.8;3.1;1;0.73
3;2002;-41.5;2.1;1;0.63
3;2002;-35;-0.5;1;0.54
3;2002;-35;-0.5;1;0.53
3;2002;-31.4;-7.4;1;0.25
3;2002;-31.5;-8.5;1;0.290000000000001
3;2002;-32.2;-11.7;1;0.37
3;2002;-32.1;-11.7;1;0.26
3;2002;-32.2;-12.5;1;0.25
3;2002;-32.9;-14.9;1;0.290000000000001
3;2002;-33.3;-16.6;1;0.27
3;2002;-34;-19;1;0.25
3;2002;-34.1;-19.2;1;0.23
3;2002;-35.5;-21.9;1;0.35
3;2002;-36.4;-23.5;1;0.39
3;2002;-36.7;-24.1;1;0.36
10;1995;69.83;-49.12;30;12.58
10;1995;72.67;-47.73;40;0.46
10;1995;71.8;-48.5;40;0.52
10;1995;71.8;-47.8;40;0.99
10;1995;69.98;-48.3;40;6.39
10;1995;71.02;-48;40;5.3
10;1995;71.17;-48.7;40;2.71
10;1995;71.8;-49.13;40;0.580000000000001
10;1995;72.67;-48.47;40;0.71
10;1995;73.58;-48;40;4.11
10;1995;71.02;-49.33;40;7.65
10;1995;70.5;-48.9;50;8.8
9;2000;-11.13;0.83;1;0.21
9;2000;-2.52;-9.92;1;0.18
9;2000;-18.16;9.58;1;0.550000000000001
9;2000;-6;-5.58;1;0.16
2;1999;140;-61;0;0.08
1;1999;140;-61;10;0.05
1;1999;140;-61;10;0.11
1;1999;140;-61;10;0.08
3;1998;-10.62;45.38;10;1.45
3;1998;-10.62;45.38;25;1.08
3;1998;-10.62;45.38;50;0.88
3;1998;-10.62;45.38;75;0.86
3;1998;-10.62;45.38;125;0.8
3;1998;-10.62;45.38;150;0.78
3;1998;-10.62;45.38;200;0.78
3;1998;-17.78;40.5;10;0.8
3;1998;-17.78;40.5;25;0.77
3;1998;-17.78;40.5;50;1.37
3;1998;-17.78;40.5;75;1.23
3;1998;-17.78;40.5;125;1.51
3;1998;-17.78;40.5;150;1.47
3;1998;-17.78;40.5;200;1.59
3;1998;-22.97;37.47;10;0.61
3;1998;-22.97;37.47;30;0.560000000000001
3;1998;-22.97;37.47;50;0.73
3;1998;-22.97;37.47;75;0.79
3;1998;-22.97;37.47;100;0.84
3;1998;-22.97;37.47;250;1.19
3;1998;-22.97;37.47;1000;1.57
3;1998;-22.97;37.47;1500;1.37
3;1998;-22.97;37.47;2000;1.38
3;1998;-23;42.58;10;0.65
3;1998;-23;42.58;20;0.550000000000001
3;1998;-23;42.58;30;0.48
3;1998;-23;42.58;40;0.7
3;1998;-23;42.58;50;0.65
3;1998;-23;42.58;75;0.73
3;1998;-23;42.58;100;1.09
3;1998;-23;42.58;150;1.26
3;1998;-23;42.58;200;1.22
3;1998;-23.02;42.57;250;1.1
3;1998;-23.02;42.57;500;1.16
3;1998;-23.02;42.57;750;1.38
3;1998;-23.02;42.57;900;1.46
3;1998;-23.02;42.57;1000;1.43
3;1998;-23.02;42.57;1500;1.36
3;1998;-23.02;42.57;1750;1.31
3;1998;-23.02;42.57;2000;1.35
3;1998;-23;40;15;0.64
3;1998;-23;40;20;0.61
3;1998;-23;40;30;0.5
3;1998;-23;40;40;0.73
3;1998;-23;40;50;0.83
3;1998;-23;40;65;1.17
3;1998;-23;40;115;1.33
3;1998;-23;40;165;1.4
3;1998;-23;40;200;1.35
3;1998;-23;40;250;1.2
3;1998;-23;40.01;500;1.33
3;1998;-23;40.01;700;1.4
3;1998;-23;40.01;890;1.41
3;1998;-23;40.01;1000;1.53
3;1998;-23;40.01;1065;1.55
3;1998;-23;40.01;1500;1.46
3;1998;-23;40.01;2000;1.49
3;1998;-23;37.01;10;0.63
3;1998;-23;37.01;20;0.62
3;1998;-23;37.01;30;0.580000000000001
3;1998;-23;37.01;40;0.83
3;1998;-23;37.01;50;1.03
3;1998;-23;37.01;75;1.09
3;1998;-23;37.01;100;1.09
3;1998;-23;37.01;150;1.3
3;1998;-23;37.01;200;1.33
3;1998;-23.01;46.67;0;0.7
3;1998;-15.09;48.41;0;0.88
3;1998;-22.99;44.87;0;0.53
3;1998;-17.17;48.18;0;0.77
3;1998;-23.01;42.38;0;0.63
3;1998;-23.01;47.37;0;0.63
3;1998;-14.03;48.55;0;1.06
3;1998;-16.15;48.3;0;0.83
3;1998;-23.01;43.82;0;0.67
3;1998;-11.93;48.78;0;1.07
3;1998;-12.99;48.65;0;1.03
3;1998;-23.01;43.11;0;0.85
3;1998;-21.21;47.69;0;0.580000000000001
3;1998;-19.23;47.97;0;0.82
3;1998;-23.01;45.23;0;0.66
4;1999;20;-49.33;20;0.18
4;1999;20;-49.83;20;0.05
4;1999;18.5;-60;20;0.18
4;1999;6.13;-70.23;20;0.17
4;1999;20;-48.83;20;0.43
4;1999;20;-54;20;0.290000000000001
4;1999;0;-67;25;0.06
4;1999;20;-49.33;40;0.13
4;1999;20;-48.83;40;0.24
4;1999;20;-49.83;40;0.09
4;1999;20;-54;40;0.28
4;1999;6.13;-70.23;40;0.12
4;1999;0;-67;50;0.2
4;1999;6.13;-70.23;60;0.32
4;1999;18.5;-60;60;0.15
4;1999;20;-54;60;0.11
4;1999;20;-49.33;60;0.05
4;1999;20;-54;80;0.28
4;1999;20;-49.33;80;0.08
4;1999;20;-49.83;80;0.09
4;1999;6.13;-70.23;100;0.22
4;1999;20;-49.33;100;0.13
4;1999;20;-48.83;100;0.1
4;1999;20;-54;100;0.37
4;1999;0;-67;100;0.11
4;1999;18.5;-60;100;0.19
4;1999;20;-49.83;100;0.09
4;1999;20;-49.33;129;0.15
4;1999;20;-54;130;0.27
4;1999;20;-49.33;150;0.13
4;1999;20;-48.83;150;0.51
4;1999;20;-49.83;150;0.19
4;1999;6.13;-70.23;150;0.15
4;1999;6.13;-70.23;200;0.15
4;1999;18.5;-60;250;0.18
4;1999;20;-48.83;250;0.35
4;1999;0;-67;250;0.14
4;1999;20;-49.33;250;0.08
4;1999;20;-49.83;250;0.1
4;1999;20;-54;250;0.11
4;1999;6.13;-70.23;271;0.16
4;1999;20;-49.33;293;0.23
4;1999;20;-48.83;298;0.21
4;1999;18.5;-60;300;0.26
4;1999;20;-54;400;0.16
4;1999;18.5;-60;400;0.28
4;1999;20;-48.83;478;0.64
4;1999;20;-49.83;500;0.25
4;1999;0;-67;500;0.15
4;1999;20;-49.33;528;0.290000000000001
4;1999;6.13;-70.23;610;0.2
4;1999;20;-54;700;0.48
4;1999;20;-48.83;701;0.38
4;1999;20;-49.83;750;0.02
4;1999;20;-48.83;800;0.11
4;1999;6.13;-70.23;986;0.26
4;1999;18.5;-60;1000;0.26
4;1999;20;-54;1000;0.18
4;1999;0;-67;1000;0.24
4;1999;20;-49.83;1000;0.07
4;1999;0;-67;1500;0.28
4;1999;18.5;-60;2000;0.290000000000001
4;1999;0;-67;2500;0.290000000000001
4;1999;18.5;-60;3000;0.4
4;1999;0;-67;3500;0.28
4;1999;18.5;-60;4000;0.35
4;1999;0;-67;4500;0.31
4;1999;18.5;-60;4500;0.290000000000001
4;2001;-158;22.75;1;0.665600000000001
4;2001;-158;22.75;20;0.757760000000001
4;2001;-158;22.75;75;0.419840000000001
4;2001;-158;22.75;317;0.409600000000001
4;2001;-158;22.75;476;0.450560000000001
4;2001;-158;22.75;807;0.512000000000001
4;2001;-158;22.75;998;0.481280000000001
4;2001;-158;22.75;1162;0.778240000000001
4;2001;-158;22.75;1260;0.665600000000001
4;2001;-158;22.75;1517;0.59392
4;2001;-158;22.75;1951;0.59392
4;2001;-158;22.75;2848;0.419840000000001
4;2001;-158;22.75;3322;0.460800000000001
4;2001;-158;22.75;3797;0.419840000000001
7;2002;-158;22.75;10;0.471040000000001
7;2002;-158;22.75;20;0.327680000000001
7;2002;-158;22.75;30;0.450560000000001
7;2002;-158;22.75;70;0.27648
7;2002;-158;22.75;110;0.09216
7;2002;-158;22.75;986;0.860160000000001
7;2002;-158;22.75;1194;1.024
7;2002;-158;22.75;1429;0.768000000000001
7;2002;-158;22.75;1739;0.788480000000001
7;2002;-158;22.75;2432;0.491520000000001
7;2002;-158;22.75;2886;0.501760000000001
7;2002;-158;22.75;3848;0.450560000000001
5;1999;-158;22.75;1;0.512000000000001
5;1999;-158;22.75;1;0.522240000000001
5;1999;-158;22.75;1;0.440320000000001
5;1999;-158;22.75;10;0.3072
4;2001;-158;22.75;1;0.645120000000001
4;2001;-158;22.75;20;0.706560000000001
7;2002;-158;22.75;10;0.481280000000001
7;2002;-158;22.75;20;0.3584
7;2002;-158;22.75;10;0.368640000000001
10;2002;-158;22.75;0;0.583680000000001
10;2002;-158;22.75;10;0.389120000000001
10;2002;-158;22.75;40;0.552960000000001
10;2002;-158;22.75;10;0.430080000000001
10;2002;-158;22.75;40;0.512000000000001
5;2002;142.19;28.25;1;0.36
5;2002;142.74;29;1;0.43
5;2002;144.94;31.89;1;0.24
5;2002;145.67;32.84;1;0.22
5;2002;147.16;34.73;1;0.17
5;2002;144.14;34.61;1;0.25
5;2002;142.71;34.53;1;0.31
5;2002;141.43;34.8;1;0.3
5;2002;141.05;35.36;1;0.290000000000001
5;2002;144.57;37.66;1;0.25
5;2002;145.56;38.27;1;0.2
5;2002;147.94;39.76;1;0.17
5;2002;149.03;40.44;1;0.16
5;2002;150.14;41.11;1;0.18
5;2002;152.61;42.59;1;0.13
5;2002;154.63;43.78;1;0.33
5;2002;155.97;44.51;1;0.2
5;2002;157.24;45.17;1;0.34
5;2002;158.61;45.88;1;0.28
5;2002;161.42;47.29;1;0.3
5;2002;162.91;48.03;1;0.27
5;2002;166.65;49.83;1;0.15
5;2002;170.58;49.54;1;0.18
5;2002;170.58;48.35;1;0.19
5;2002;170.58;47.17;1;0.25
5;2002;170.58;44.68;1;0.09
5;2002;170.58;43.47;1;0.2
5;2002;170.58;42.09;1;0.1
5;2002;170.58;35.95;1;0.04
5;2002;170.59;33.58;1;0.03
5;2002;170.58;32.92;1;0.11
5;2002;170.58;30.78;1;0.03
5;2002;170.56;29.99;1;0.05
5;2002;170.51;28.85;1;0.11
5;2002;170.41;26.41;1;0.16
5;2002;170.34;24.4;1;0.22
5;2002;172.77;24.76;1;0.13
5;2002;173.98;25.02;1;0.08
5;2002;177.86;25.83;1;0.08
5;2002;179.21;26.11;1;0.1
5;2002;-179.4;26.4;1;0.07
5;2002;-176.66;26.97;1;0.08
5;2002;-175.3;26.18;1;0.06
5;2002;-173.87;25.85;1;0.06
5;2002;-172.52;25.66;1;0.04
5;2002;-168.56;25.19;1;0.1
5;2002;-167.8;24.82;1;0.16
5;2002;-165.33;23.99;1;0.12
5;2002;-164.37;23.62;1;0.18
5;2002;-163.15;23.18;1;0.17
5;2002;-160.68;22.42;1;0.45
5;2002;-159.35;22.23;1;1.56
5;2002;-158.23;22.68;1;0.38
6;2002;-155.74;23.84;1;0.66
6;2002;-154.61;24.39;1;0.550000000000001
6;2002;-153.63;24.86;1;0.43
6;2002;-151.15;26.03;1;0.47
6;2002;-150.14;26.88;1;0.19
6;2002;-150.14;27.73;1;0.16
6;2002;-150.6;28.66;1;0.13
6;2002;-151.3;27.69;1;0.15
6;2002;-152.06;26.65;1;0.26
6;2002;-153.56;24.56;1;0.36
5;2002;146.99;34.47;15;0.24
5;2002;146.99;34.47;40;0.19
5;2002;146.99;34.47;100;0.28
5;2002;146.99;34.47;200;0.45
5;2002;146.99;34.47;300;0.48
5;2002;146.99;34.47;455;0.6
5;2002;146.99;34.47;527;0.68
5;2002;146.99;34.47;959;0.9
5;2002;146.99;34.47;1151;1.27
5;2002;146.99;34.47;1342;1.08
5;2002;155;44;60;0.27
5;2002;155;44;100;0.41
5;2002;155;44;150;0.550000000000001
5;2002;155;44;230;1.02
5;2002;155;44;300;1.52
5;2002;155;44;600;1.52
5;2002;155;44;1200;1.5
5;2002;155;44;1500;1.26
5;2002;155;44;2000;1.06
5;2002;155;44;2525;0.96
5;2002;155;44;4025;1.12
5;2002;155;44;4525;0.79
5;2002;155;44;5025;1
5;2002;167.77;50;24;0.23
5;2002;167.77;50;63;0.3
5;2002;167.77;50;103;0.28
5;2002;167.77;50;153;0.82
5;2002;167.77;50;253;0.81
5;2002;167.77;50;300;1.11
5;2002;167.77;50;500;1.23
5;2002;167.77;50;900;1.51
5;2002;167.77;50;1200;1.38
5;2002;167.77;50;1500;1.15
5;2002;170.58;39.36;20;0.15
5;2002;170.58;39.36;60;0.19
5;2002;170.58;39.36;120;0.19
5;2002;170.58;39.36;175;0.48
5;2002;170.58;39.36;250;0.46
5;2002;170.58;39.36;300;0.46
5;2002;170.58;39.36;500;0.87
5;2002;170.58;39.36;900;0.9
5;2002;170.58;39.36;1200;0.91
5;2002;170.58;39.36;1500;0.9
5;2002;170.58;39.36;1500;0.92
5;2002;170.58;33.77;20;0.21
5;2002;170.58;33.77;60;0.13
5;2002;170.58;33.77;60;0.12
5;2002;170.58;33.77;80;0.17
5;2002;170.58;33.77;120;0.18
5;2002;170.58;33.77;175;0.22
5;2002;170.58;33.77;250;0.38
5;2002;170.58;33.77;300;0.36
5;2002;170.58;33.77;500;0.4
5;2002;170.58;33.77;900;0.72
5;2002;170.58;33.77;1200;1.02
5;2002;170.58;33.77;1500;0.87
5;2002;170.58;30.5;20;0.15
5;2002;170.58;30.5;60;0.19
5;2002;170.58;30.5;100;0.13
5;2002;170.58;30.5;50;0.28
5;2002;170.58;30.5;200;0.25
5;2002;170.58;30.5;250;0.27
5;2002;170.58;30.5;300;0.24
5;2002;170.58;30.5;500;0.45
5;2002;170.58;30.5;650;0.48
5;2002;170.58;30.5;900;0.78
5;2002;170.58;30.5;1200;0.92
5;2002;170.58;30.5;1500;0.73
5;2002;170.33;24.25;20;0.23
5;2002;170.33;24.25;60;0.25
5;2002;170.33;24.25;100;0.21
5;2002;170.33;24.25;150;0.19
5;2002;170.33;24.25;200;0.26
5;2002;170.33;24.25;250;0.32
5;2002;170.33;24.25;300;0.5
5;2002;170.33;24.25;1000;0.79
5;2002;170.33;24.25;1200;0.71
5;2002;170.33;24.25;1500;0.76
5;2002;170.33;24.25;2500;0.61
5;2002;170.33;24.25;3000;0.84
5;2002;170.33;24.25;4000;0.9
5;2002;170.33;24.25;4500;0.69
5;2002;170.33;24.25;5400;0.45
5;2002;-175;26;20;0.16
5;2002;-175;26;40;0.17
5;2002;-175;26;80;0.14
5;2002;-175;26;100;0.25
5;2002;-175;26;170;0.26
5;2002;-175;26;250;0.31
5;2002;-175;26;300;0.33
5;2002;-175;26;500;0.35
5;2002;-175;26;700;0.74
5;2002;-175;26;900;0.7
5;2002;-175;26;1200;0.63
5;2002;-175;26;1500;0.92
5;2002;-158;22.75;20;0.45
5;2002;-158;22.75;60;0.22
5;2002;-158;22.75;80;0.31
5;2002;-158;22.75;100;0.42
5;2002;-158;22.75;150;0.31
5;2002;-158;22.75;200;0.46
5;2002;-158;22.75;300;0.42
5;2002;-158;22.75;500;0.5
5;2002;-158;22.75;775;0.69
5;2002;-158;22.75;950;0.68
5;2002;-158;22.75;1750;0.78
5;2002;-158;22.75;1750;0.76
5;2002;-158;22.75;2500;0.5
5;2002;-158;22.75;3000;0.550000000000001
5;2002;-158;22.75;3508;0.48
5;2002;-158;22.75;4000;0.7
5;2002;-158;22.75;4500;0.46
5;2002;-158;22.75;4500;0.6
7;1983;-155;28;17;0.377856000000001
7;1983;-155;28;39;0.17408
7;1983;-155;28;47;0.193536
7;1983;-155;28;60;0.052224
7;1983;-155;28;69;0.021504
7;1983;-155;28;99;0.021504
7;1983;-155;28;150;0.052224
7;1983;-155;28;176;0.058368
7;1983;-155;28;197;0.13312
7;1983;-155;28;296;0.162816
7;1983;-155;28;399;0.214016
7;1983;-155;28;498;0.224256
7;1983;-155;28;601;0.265216
7;1983;-155;28;747;0.377856000000001
7;1983;-155;28;893;0.428032000000001
7;1983;-155;28;1058;0.409600000000001
7;1983;-155;28;1270;0.470016000000001
7;1983;-155;28;1483;0.418816000000001
7;1983;-155;28;1734;0.367616
7;1983;-155;28;1966;0.409600000000001
7;1983;-155;28;2989;0.377856000000001
7;1983;-155;28;3491;0.441344000000001
7;1983;-155;28;3974;0.409600000000001
7;1983;-155;28;4496;0.31744
7;1983;-155;28;4998;0.360448000000001
7;1983;-155;28;5249;0.338944000000001
9;2000;-79.041;-8.346;2;6
9;2000;-79.037957;-8.347843;2;9.6
9;2000;-79.008683;-8.379827;2;7.5
9;2000;-79.011607;-8.381797;2;11.5
9;2000;-79.058627;-8.406368;2;15.5
9;2000;-79.068525;-8.411672;2;7.8
9;2000;-79.165995;-8.463825;2;2.8
9;2000;-79.269443;-8.519127;2;2.5
9;2000;-79.285353;-8.527635;2;3
9;2000;-79.383032;-8.579858;2;1
9;2000;-79.497832;-8.641263;2;0.7
9;2000;-79.61893;-8.70601;2;0.8
9;2000;-79.740097;-8.770787;2;0.580000000000001
9;2000;-79.848075;-8.828482;2;0.45
9;2000;-79.942875;-8.879142;2;0.4
9;2000;-79.945723;-8.880603;2;0.34
9;2000;-80.02667;-8.923942;2;0.18
9;2000;-80.053822;-8.938425;2;0.27
9;2000;-80.11012;-8.972722;2;0.08
9;2000;-80.193262;-9.012915;2;0.05
9;2000;-80.255858;-9.046403;2;0.560000000000001
9;2000;-80.37831;-9.11171;2;1
9;2000;-80.47021;-9.16083;2;0.35
9;2000;-80.671467;-9.268238;2;0.12
9;2000;-80.674538;-9.269878;2;0.16
9;2000;-80.748467;-9.309337;2;0.1
9;2000;-80.751557;-9.310997;2;0.31
9;2000;-80.840258;-9.35838;2;0.15
9;2000;-80.94511;-9.414292;2;0.094
9;2000;-80.954695;-9.419392;2;0.28
9;2000;-81.032443;-9.460922;2;0.18
9;2000;-81.123137;-9.509243;2;0.13
9;2000;-81.129337;-9.512585;2;0.2
9;2000;-81.21539;-9.558477;2;0.2
9;2000;-81.218622;-9.560217;2;0.19
9;2000;-81.31021;-9.609003;2;0.08
9;2000;-81.313192;-9.610605;2;0.17
9;2000;-81.399293;-9.656482;2;0.1
9;2000;-81.405243;-9.659702;2;0.15
9;2000;-81.492062;-9.705967;2;0.08
9;2000;-81.495155;-9.707657;2;0.07
9;2000;-81.582355;-9.754083;2;0.08
9;2000;-81.594482;-9.760558;2;0.097
9;2000;-88.62423;-1.563448;2;0.09
9;2000;-88.44672;-1.682047;2;0.05
9;2000;-88.355035;-1.741523;2;0.05
9;2000;-88.270042;-1.796402;2;0.03
9;2000;-88.189898;-1.848972;2;0.02
9;2000;-88.093643;-1.912655;2;0.03
9;2000;-87.932655;-2.016228;2;0.05
9;2000;-87.749553;-2.134255;2;0.05
9;2000;-87.568617;-2.250267;2;0.08
9;2000;-87.486283;-2.311315;2;0.12
9;2000;-87.396558;-2.377122;2;0.14
9;2000;-86.774788;-2.781808;2;0.09
9;2000;-86.688137;-2.839385;2;0.125
9;2000;-86.586912;-2.906715;2;0.1
9;2000;-86.498972;-2.965067;2;0.05
9;2000;-86.402472;-3.029217;2;0.09
9;2000;-86.304292;-3.094478;2;0.06
9;2000;-86.20725;-3.158928;2;0.06
9;2000;-86.109345;-3.223977;2;0.06
9;2000;-86.011663;-3.288897;2;0.06
9;2000;-85.810352;-3.422598;2;0.12
9;2000;-85.71232;-3.487712;2;0.14
9;2000;-85.62012;-3.548945;2;0.08
9;2000;-85.51086;-3.621537;2;0.08
9;2000;-85.296448;-3.762775;2;0.09
9;2000;-84.47159;-4.308082;2;0.1
9;2000;-84.29823;-4.42637;2;0.09
9;2000;-84.120223;-4.544488;2;0.05
9;2000;-84.038862;-4.59846;2;0.05
9;2000;-83.938047;-4.665283;2;0.06
9;2000;-83.858797;-4.717813;2;0.06
9;2000;-83.779423;-4.770468;2;0.09
9;2000;-83.694508;-4.826793;2;0.1
9;2000;-82.981823;-5.299187;2;0.11
9;2000;-82.969525;-5.307302;2;0.11
9;2000;-82.894585;-5.356967;2;0.17
9;2000;-82.805123;-5.41626;2;0.16
9;2000;-82.717067;-5.474535;2;0.14
9;2000;-82.624918;-5.535568;2;0.16
9;2000;-82.535323;-5.594893;2;0.15
9;2000;-82.453533;-5.649062;2;0.04
9;2000;-82.367747;-5.705913;2;0.07
9;2000;-82.275033;-5.767265;2;0.07
9;2000;-82.127057;-5.865175;2;0.07
9;2000;-82.059767;-5.90978;2;0.07
9;2000;-81.983185;-5.962368;2;0.05
9;2000;-81.920585;-6.001855;2;0.09
9;2000;-81.859135;-6.042562;2;0.16
9;2000;-81.319793;-6.399325;2;1.1
9;2000;-81.229722;-6.458847;2;1.1
9;2000;-81.134622;-6.521723;2;0.27
9;2000;-81.035403;-6.587285;2;1.9
9;2000;-80.952612;-6.642002;2;0.65
9;2000;-80.865315;-6.699778;2;1.35
9;2000;-80.77983;-6.756212;2;1.44
9;2000;-80.676372;-6.820157;2;0.12
9;2000;-80.597543;-6.87666;2;2
9;2000;-80.536152;-6.917068;2;0.44
9;2000;-80.453213;-6.972005;2;1.57
9;2000;-80.274002;-7.090332;2;1.45
9;2000;-80.2505493164063;-7.10604619979858;2;2.1
9;2000;-80.2449951171875;-7.10971450805664;2;2.1
9;2000;-80.2435913085938;-7.11062717437744;2;2
9;2000;-80.194088;-7.143302;2;2
9;2000;-80.0936889648438;-7.20960283279419;2;2.25
9;2000;-80.0878295898437;-7.21343517303467;2;3.1
9;2000;-80.0209045410156;-7.25763177871704;2;3.5
9;2000;-80.0166320800781;-7.26049995422363;2;3.6
9;2000;-79.9309997558594;-7.31689739227295;2;3.8
9;2000;-79.9266357421875;-7.31977319717407;2;3.4
9;2000;-79.8385925292969;-7.37781476974487;2;4.4
9;2000;-79.8385925292969;-7.37781476974487;2;3.4
9;2000;-79.7579956054688;-7.43100214004517;2;3.4
9;2000;-79.7492065429688;-7.43675804138184;2;5.5
9;2000;-79.6746976283162;-7.49289702655069;2;3.5
9;2000;-79.6694783008934;-7.49725440707258;2;8.8
9;2000;-79.5755304070927;-7.57568725662626;2;11.1
9;2000;-79.5742255752302;-7.57677660176244;2;3.5
9;2000;-76.56984;-12.894692;2;1.8
9;2000;-76.562277;-12.941218;2;1.8
9;2000;-76.546312;-13.009432;2;0.75
9;2000;-76.54299;-13.054922;2;0.75
9;2000;-76.582488;-13.086353;2;0.580000000000001
9;2000;-76.660093;-13.137367;2;0.17
9;2000;-76.752165;-13.191508;2;0.11
9;2000;-76.858622;-13.260517;2;0.05
9;2000;-76.94677;-13.317697;2;0.05
9;2000;-77.16;-13.46;2;0.05
9;2000;-77.255908;-13.51817;2;0.25
9;2000;-77.357562;-13.58407;2;0.48
9;2000;-77.436787;-13.635405;2;0.65
9;2000;-77.49869;-13.675502;2;1.07
9;2000;-77.50167;-13.677428;2;0.78
9;2000;-77.504723;-13.6794;2;0.9
9;2000;-77.583793;-13.73062;2;0.7
9;2000;-77.589667;-13.734417;2;0.52
9;2000;-77.674883;-13.789587;2;0.81
9;2000;-77.680973;-13.793553;2;0.31
9;2000;-77.770575;-13.851502;2;0.75
9;2000;-77.77678;-13.855537;2;0.32
9;2000;-77.864335;-13.912173;2;0.33
9;2000;-77.867298;-13.914125;2;0.25
9;2000;-77.990772;-13.974842;2;0.2
9;2000;-77.9932;-13.977167;2;0.33
9;2000;-78.067438;-14.044192;2;0.11
9;2000;-78.073253;-14.048057;2;0.13
9;2000;-78.141483;-14.093188;2;0.3
9;2000;-78.180117;-14.118617;2;0.28
9;2000;-78.242883;-14.159968;2;0.3
9;2000;-78.245877;-14.161892;2;0.3
9;2000;-78.327963;-14.215988;2;0.3
9;2000;-78.333807;-14.219785;2;0.24
9;2000;-78.420045;-14.276508;2;0.2
9;2000;-78.51316;-14.337855;2;0.3
9;2000;-78.589093;-14.387747;2;0.3
9;2000;-78.667313;-14.439147;2;0.3
9;2000;-75.232103;-15.40291;2;2.3
9;2000;-75.186228;-15.428255;2;1.9
9;2000;-75.13872;-15.453393;2;2.1
